round	value	daily_double	category	comments	answer	question	air_date	notes
1	100	no	BENJAMIN FRANKLIN	-	Ben organized Philadelphia's first company to fight these, much needed where all buildings were wood	fires	1995-07-04	-
1	200	no	BENJAMIN FRANKLIN	-	In 1731 Ben joined this fraternal organization becoming Grand Master of the Grand Penn. Lodge in 1749	the Masons	1995-07-04	-
1	300	no	BENJAMIN FRANKLIN	-	Ben's last public act was to sign a petition to Congress urging the abolition of this	slavery	1995-07-04	-
1	400	no	BENJAMIN FRANKLIN	-	Franklin lived abroad for 27 of his 84 years: 18 in Britain & 9 in this country	France	1995-07-04	-
1	500	no	BENJAMIN FRANKLIN	-	Franklin's son William, governor of this colony, was a staunch Tory	New Jersey	1995-07-04	-
1	100	no	MONEY	-	This German unit of currency is abbreviated DM	a Deutsche Mark	1995-07-04	-
1	200	no	MONEY	-	The first of these U.S. coins were struck in 1964	Kennedy half-dollars	1995-07-04	-
1	300	no	MONEY	-	Of ding, dong or cong, the basic monetary unit of Vietnam	a dong	1995-07-04	-
1	400	no	MONEY	-	The dirham, the main currency of the United Arab Emirates, derives its name from this Greek coin	a drachma	1995-07-04	-
1	500	no	MONEY	-	In 1973 this country introduced coinage of the new Queen Margrethe II	Denmark	1995-07-04	-
1	100	no	\"L"s ON THE MAP	-	World Book says this British city may have been named for the mythical Liver bird	Liverpool	1995-07-04	-
1	200	no	\"L"s ON THE MAP	-	There's a monument to the great racehorse Man O' War in this city, Kentucky's second largest	Lexington	1995-07-04	-
1	300	no	\"L"s ON THE MAP	-	Europeans were once banned from this Tibetan capital, which was known as "the Forbidden City\"	Lhasa	1995-07-04	-
1	400	no	\"L"s ON THE MAP	-	This city is the home of Bolivian Catholic University	La Paz	1995-07-04	-
1	500	no	\"L"s ON THE MAP	-	Napoleon lost the 1813 Battle of this German city, which is also called the Battle of the Nations	Leipzig	1995-07-04	-
2	200	no	HISTORY	-	In 1856 France joined Britain in a second Opium War with this country	China	1995-07-04	-
2	400	no	HISTORY	-	It was seized by Iranian militants on November 4, 1979 & held for over 400 days	the American embassy	1995-07-04	-
2	600	no	HISTORY	-	Between 1868 and 1894, Benjamin Disraeli was Prime Minister of England twice & this man was P.M. 4 times	Gladstone	1995-07-04	-
2	800	no	HISTORY	-	The "Golden Age" of this Indian empire occurred during the reign of Shah Jahan, who built the Taj Mahal	the Mughals	1995-07-04	-
2	1000	no	HISTORY	-	In 404 B.C. a starving Athens was forced to give up its long fight in this war	the Peloponnesian War	1995-07-04	-
2	200	no	ARCHITECTURE	-	Henry Hobson Richardson designed this Massachusetts city's Trinity Church in the Romanesque style	Boston	1995-07-04	-
2	400	no	ARCHITECTURE	-	Finlandia Hall in this capital city was one of Finnish architect Alvar Aalto's last creations	Helsinki	1995-07-04	-
2	600	no	ARCHITECTURE	-	Domino's Pizza founder Tom Monaghan once owned a museum devoted to this "Prairie Style" architect	Frank Lloyd Wright	1995-07-04	-
2	800	no	ARCHITECTURE	-	The Cathedral of Notre Dame at Reims is a masterpiece of this architectural style	Gothic	1995-07-04	-
2	1000	no	ARCHITECTURE	-	This uppermost part of a capital has the same name as an ancient calculator	an abacus	1995-07-04	-
2	200	no	COMPOSERS	-	This "Messiah" composer said Christoph Gluck "knows no more counterpoint than my cook\"	Handel	1995-07-04	-
2	400	no	COMPOSERS	-	The first English composer elevated to the peerage, his title was Baron Britten of Aldeburgh	Benjamin Britten	1995-07-04	-
2	600	no	COMPOSERS	-	The plot of this "New World Symphony" composer's opera "Dimitrij" begins where "Boris Godunov" ends	Dvorák	1995-07-04	-
2	800	no	COMPOSERS	-	\"The Erl-King" & "The Wanderer" are among this 19th century composer's most famous lieder	Franz Schubert	1995-07-04	-
2	1000	no	COMPOSERS	-	Russian "Eugene Onegin" composer whose brother Modest wrote the libretto for his last opera, "Iolanta\"	Tchaikovsky	1995-07-04	-
2	200	no	PLACE NAME ORIGINS	-	The name of this former capital of West Germany is a Celtic word for "town\"	Bonn	1995-07-04	-
2	400	no	PLACE NAME ORIGINS	-	The names Donegal & Dundee refer to these structures, one "on the Dee", one "of the foreigners\"	forts	1995-07-04	-
2	2000	yes	PLACE NAME ORIGINS	-	The name of this large Russian lake is from Altaic for "rich take", referring to its rich take of fish	Lake Baikal	1995-07-04	-
2	800	no	PLACE NAME ORIGINS	-	This Belgian port's name may mean "against the dike\"	Antwerp	1995-07-04	-
2	1000	no	PLACE NAME ORIGINS	-	This northern sea was named for a British admiral who was famous for a wind scale	Beaufort	1995-07-04	-
2	200	no	TREES	-	The pulp of the pods of this Eastern Mediterranean tree is used as a chocolate substitute	carob	1995-07-04	-
2	400	no	TREES	-	Rosin & turpentine are obtained from the resin of the slash & longleaf varieties of this tree	pine	1995-07-04	-
2	600	no	TREES	-	The Japanese varieties of this fruit tree are grown solely for their ornamental value	the cherry	1995-07-04	-
2	2500	yes	TREES	-	South American Indians called this tree, Hevea brasiliensis, cahuchu, which means "weeping wood\"	the rubber tree	1995-07-04	-
2	1000	no	TREES	-	A national park in California is named for this yucca plant that grows there	the Joshua tree	1995-07-04	-
2	200	no	WOMEN AUTHORS	-	Anne Edwards' biography of this author is titled "Road to Tara\"	Margaret Mitchell	1995-07-04	-
2	400	no	WOMEN AUTHORS	-	Beginning in 1978 Joyce Carol Oates was a writer in residence at this New Jersey university	Princeton	1995-07-04	-
2	600	no	WOMEN AUTHORS	-	In the mid-1960s this co-founder of Ms. magazine wrote for the TV series "That Was the Week that Was\"	Gloria Steinem	1995-07-04	-
2	800	no	WOMEN AUTHORS	-	\"Francois le Champi" is an 1848 novel by this woman who liked to wear men's clothes	George Sand	1995-07-04	-
2	1000	no	WOMEN AUTHORS	-	From 1917 to 1919 this poet from Maine was an actress & playwright with the Provincetown Players	Edna St. Vincent Millay	1995-07-04	-
3	0	no	THE DECLARATION OF INDEPENDENCE	-	1 of the 3 things "we mutually pledge to each other" at the end of the Declaration	(1 of) our lives, our fortunes, & our sacred honor	1995-07-04	-
1	100	no	LIFE SCIENCE	-	The taste buds that sense sweetness are on the tip of this organ	the tongue	1995-07-05	-
1	200	no	LIFE SCIENCE	-	Crowns put on front teeth are often made of porcelain; those put on back teeth, of this precious metal	gold	1995-07-05	-
1	300	no	LIFE SCIENCE	-	A week or two after the bite of an Anopheles mosquito, this disease's symptoms may appear	malaria	1995-07-05	-
1	400	no	LIFE SCIENCE	-	Chinese restaurant syndrome is a short-lived illness caused by eating this flavor enhancer	MSG	1995-07-05	-
1	500	no	LIFE SCIENCE	-	About 1 in 400 African-Americans has this hereditary disease affecting the hemoglobin	sickle-cell anemia	1995-07-05	-
1	100	no	TELEVISION	-	Michael, Jackie, Marlon, Jermaine & Tito did their own voices on the '70s cartoon show about these brothers	the Jacksons	1995-07-05	-
1	200	no	TELEVISION	-	From 1952-54 "The Adventures of" this husband & wife played both on TV and radio	Ozzie & Harriet	1995-07-05	-
1	300	no	TELEVISION	-	This John Ritter series that debuted in 1977 was based on the British TV series "Man About the House\"	Three's Company	1995-07-05	-
1	400	no	TELEVISION	-	This actor refused his Oscar in 1971 but accepted an Emmy one month later for "The Price\"	George C. Scott	1995-07-05	-
1	500	no	TELEVISION	-	At the end of each "Mork & Mindy" episode, Mork reported to this Orkan superior	Orson	1995-07-05	-
1	100	no	HOLIDAYS & OBSERVANCES	-	In 1972 the mayor of Burbank, Illinois limited trick or treating on this holiday	Halloween	1995-07-05	-
1	200	no	HOLIDAYS & OBSERVANCES	-	The last Monday in March is Seward's Day in this state	Alaska	1995-07-05	-
1	300	no	HOLIDAYS & OBSERVANCES	-	Maundy Thursday falls 3 days before this religious holiday	Easter	1995-07-05	-
1	400	no	HOLIDAYS & OBSERVANCES	-	Each May this small Arizona community celebrates Wyatt Earp Days	Tombstone	1995-07-05	-
1	500	no	HOLIDAYS & OBSERVANCES	-	This Christmas flower named for an American diplomat is honored on December 12	Poinsettia	1995-07-05	-
1	100	no	1994	-	Los Angeles was hit by a major one January 17	an earthquake	1995-07-05	-
1	200	no	1994	-	With one strike this sport was out of commission August 12, 1994	baseball	1995-07-05	-
1	300	no	1994	-	In December 1994 the Pacific island nation of Palau became its 185th member	the United Nations	1995-07-05	-
1	400	no	1994	-	On July 17 Brazil became the first country to win this trophy a fourth time	the World Cup	1995-07-05	-
1	1000	yes	1994	-	2 of the 3 people the U.S. sent to Haiti September 17, 1994 to negotiate a settlement	(2 of) Jimmy Carter, Colin Powell, & Senator Sam Nunn	1995-07-05	-
1	100	no	SEWING	-	Some archaic versions of this sewing device had hooks rather than eyes to hold the thread	a needle	1995-07-05	-
1	200	no	SEWING	-	Thread made of this fiber is often mercerized, giving it greater strength & affinity for dye	cotton	1995-07-05	-
1	300	no	SEWING	-	This is sewing together 2 pieces of fabric with padding between, perhaps to make a bed cover	quilting	1995-07-05	-
1	400	no	SEWING	-	Ebenezer Butterick is said to have invented the tissue paper type of this	a pattern	1995-07-05	-
1	500	no	SEWING	-	Term for a strip of fabric sewn with examples of different stitches, often in silk thread	a sampler	1995-07-05	-
1	100	no	VOCABULARY	-	When used to mean a road, pike is short for this	turnpike	1995-07-05	-
1	200	no	VOCABULARY	-	Members of this military group are called leathernecks	Marines	1995-07-05	-
1	300	no	VOCABULARY	-	This word can mean a type of small deer or the eggs of a fish	roe	1995-07-05	-
1	400	no	VOCABULARY	-	This 3-letter word can refer to smoked salmon or liquid oxygen	lox	1995-07-05	-
1	500	no	VOCABULARY	-	The name of this common device for regulating the flow of a liquid comes from Latin for "false\"	a faucet	1995-07-05	-
2	200	no	POLITICIANS	-	Throughout the '70s, this Arizona senator's son Barry Jr. was a U.S. representative from California	(Barry) Goldwater	1995-07-05	-
2	400	no	POLITICIANS	-	He was Speaker of the Mass. House of Rep. 1948-1952 & Speaker of the U.S. House 1977-1987	Tip O'Neill	1995-07-05	-
2	600	no	POLITICIANS	-	Indicted on 17 felony counts, this longtime Illinois representative was defeated for reelection in 1994	(Dan) Rostenkowski	1995-07-05	-
2	800	no	POLITICIANS	-	This senator who represented Maine from 1959 to 1980 was later a member of the Tower Commission	Edmund Muskie	1995-07-05	-
2	1000	no	POLITICIANS	-	The last political post William Jennings Bryan held was Secretary of State under this president	(Woodrow) Wilson	1995-07-05	-
2	200	no	EUROPE	-	Over protests from Vaclav Havel & others, this nation split into 2 states January 1, 1993	Czechoslovakia	1995-07-05	-
2	400	no	EUROPE	-	Charles Garnier, who designed the Paris Opera House, built the famous casino here in 1878	Monte Carlo	1995-07-05	-
2	600	no	EUROPE	-	In 1973, after a 23-year reign, this country's King Gustav VI died at age 90	Sweden	1995-07-05	-
2	800	no	EUROPE	-	It's the westernmost country of continental Europe	Portugal	1995-07-05	-
2	1000	no	EUROPE	-	This large German city on the Elbe River was the birthplace of Felix Mendelssohn & Johannes Brahms	Hamburg	1995-07-05	-
2	200	no	DANCE	-	A 1981 version of this ballet featured Dame Margot Fonteyn as Lady Capulet	Romeo and Juliet	1995-07-05	-
2	400	no	DANCE	-	The name of the Israeli dance Mayim, Mayim means this liquid, this liquid	water	1995-07-05	-
2	600	no	DANCE	-	The name of the gavotte, a dance from this country, is from Provencal for "mountain dweller\"	France	1995-07-05	-
2	800	no	DANCE	-	Vernon & Irene Castle popularized the "hesitation" style of this ballroom dance	the waltz	1995-07-05	-
2	1000	no	DANCE	-	Some movements in the baile grande, a type of this Andalusian dance, resemble classical Hindu dance	flamenco	1995-07-05	-
2	200	no	SCULPTURE	-	In Egyptian sculpture, a hieracosphinx has a hawk's head & this animal's body	a lion	1995-07-05	-
2	400	no	SCULPTURE	-	A museum in Ogdensburg, New York is devoted to this artist famous for his Wild West bronzes	Remington	1995-07-05	-
2	600	no	SCULPTURE	-	Luca Della Robbia specialized in sculpture made of this ceramic material whose name is Italian for "baked earth\"	terra cotta	1995-07-05	-
2	1500	yes	SCULPTURE	-	Many of the figures Degas modeled in clay or this substance were cast in bronze after his death	wax	1995-07-05	-
2	1000	no	SCULPTURE	-	In the 1430s Donatello sculpted dancing cherubs for the Singing Gallery of the Duomo in this city	Florence	1995-07-05	-
2	200	no	WORLD HISTORY	-	In 220 this country's Han dynasty was overthrown, beginning the period of disunity	China	1995-07-05	-
2	400	no	WORLD HISTORY	-	In 1920 the League of Nations gave this neighboring country a mandate over the territory of Namibia	South Africa	1995-07-05	-
2	600	no	WORLD HISTORY	-	In 1025 Boleslaw I became this country's first king but died within the year	Poland	1995-07-05	-
2	2500	yes	WORLD HISTORY	-	In July 1977 the military took over this nation & Gen. Zia ul-Haq became chief martial law administrator	Pakistan	1995-07-05	-
2	1000	no	WORLD HISTORY	-	In 1579 the Union of Utrecht was formed with this prince of Orange as its leader	William of Orange	1995-07-05	-
2	200	no	ALL ABOUT AUTHORS	-	He dedicated "Moby Dick" to his friend Nathaniel Hawthorne	Herman Melville	1995-07-05	-
2	400	no	ALL ABOUT AUTHORS	-	\"The Remains of the Day" author Kazuo Ishiguro was a grouse beater for this grandmother of Prince Charles	the Queen Mother	1995-07-05	-
2	600	no	ALL ABOUT AUTHORS	-	These brothers studied law at the University of Marburg before they started collecting folk tales	the Brothers Grimm	1995-07-05	-
2	800	no	ALL ABOUT AUTHORS	-	This author of "Gorky Park" once wrote Western novels under the pseudonym Jake Logan	Martin Cruz Smith	1995-07-05	-
2	1000	no	ALL ABOUT AUTHORS	-	He managed the publicity for such films as "Pinocchio" before he wrote "The Manchurian Candidate\"	(Richard) Condon	1995-07-05	-
3	0	no	LITERARY OPERAS	-	Operas based on this author's works include "Il Talismano", "Il Templario" & "La Prigione d'Edimburgo\"	Sir Walter Scott	1995-07-05	-
1	100	no	BIBLE QUOTATIONS	-	A familiar line from Matthew says, "What... God hath joined together, let not man" do this	put asunder	1995-07-06	-
1	200	no	BIBLE QUOTATIONS	-	In 1 Kings 3:12 God said to him, "I have given thee a wise and an understanding heart\"	Solomon	1995-07-06	-
1	300	no	BIBLE QUOTATIONS	-	He admitted in Luke 23:14 that "I, having examined him before you, have found no fault in this man...\"	(Pontius) Pilate	1995-07-06	-
1	400	no	BIBLE QUOTATIONS	-	Apostle who in 1 Timothy wrote, "Christ Jesus came into the world to save sinners; of whom I am chief\"	Paul	1995-07-06	-
1	500	no	BIBLE QUOTATIONS	-	In his sorrow this Old Testament figure said, "The Lord gave, and the Lord hath taken away\"	Job	1995-07-06	-
1	100	no	SPORTS	-	Co-captains of the 1992 Olympic basketball "Dream Team" were Magic Johnson & this Celtics star	Larry Bird	1995-07-06	-
1	200	no	SPORTS	-	This NFL team's logo features a pirate with a dagger in his mouth	the Tampa Bay Buccaneers	1995-07-06	-
1	300	no	SPORTS	-	With a capacity of just 38,756, this Chicago Cubs stadium is the smallest in the National League	Wrigley Field	1995-07-06	-
1	400	no	SPORTS	-	From 1927 to 1945, this World War I flying ace owned the Indianapolis Speedway	Rickenbacker	1995-07-06	-
1	500	no	SPORTS	-	On July 4, 1919 this boxer from Manassa, Colo. defeated Jess Willard to win the world heavyweight title	(Jack) Dempsey (the "Manassa Mauler")	1995-07-06	-
1	100	no	AMERICAN CUISINE	-	Like Monterey Jack, Sonoma Jack cheese originated in this U.S. state	California	1995-07-06	-
1	200	no	AMERICAN CUISINE	-	New Englanders know that these vegetables put the red in red flannel hash	beets	1995-07-06	-
1	300	no	AMERICAN CUISINE	-	A favorite in the South, ambrosia is a dessert made with sliced oranges & this shredded tropical fruit	coconut	1995-07-06	-
1	400	no	AMERICAN CUISINE	-	Rhyming name of the cuisine that combines the flavors of our 28th state & its neighbor to the south	Tex-Mex	1995-07-06	-
1	500	no	AMERICAN CUISINE	-	Craig Claiborne's recipe for Kentucky Burgoo calls for the 100-proof type of this liquor	bourbon	1995-07-06	-
1	100	no	GROVER CLEVELAND	-	During his 1st term, Cleveland used this power over 400 times, more than all his predecessors combined	the veto	1995-07-06	-
1	200	no	GROVER CLEVELAND	-	On Oct. 28, 1886 Cleveland presided over its dedication in New York Harbor	the Statue of Liberty	1995-07-06	-
1	300	no	GROVER CLEVELAND	-	During this war, Cleveland avoided service by hiring a substitute	the Civil War	1995-07-06	-
1	400	no	GROVER CLEVELAND	-	It was Cleveland's first name; Grover was his middle name	Stephen	1995-07-06	-
1	500	no	GROVER CLEVELAND	-	From an Indian term, Republicans who abandoned their party in 1884 to vote for Cleveland were called this	Mugwumps	1995-07-06	-
1	100	no	RANKS & TITLES	-	The French equivalent of mr., it's abbreviated just m.	monsieur	1995-07-06	-
1	200	no	RANKS & TITLES	-	Title shared by a large moth or the largest penguin	emperor	1995-07-06	-
1	300	no	RANKS & TITLES	-	After taking Venice, Napoleon abolished this title of the ruler of the city	the doge	1995-07-06	-
1	400	no	RANKS & TITLES	-	Arabic's amir-al-bahr, or commander of the sea, became this English title	admiral	1995-07-06	-
1	1000	yes	RANKS & TITLES	-	A member of a state university board, or a person who substitutes for a king	a regent	1995-07-06	-
1	100	no	\"LADY"s	-	One who attends a queen or a princess	a lady-in-waiting	1995-07-06	-
1	200	no	\"LADY"s	-	The earliest account of her ride through Coventry comes from Roger of Wendover in the 13th c.	Lady Godiva	1995-07-06	-
1	300	no	\"LADY"s	-	These beetles feed chiefly on aphids & other small insects	ladybugs	1995-07-06	-
1	400	no	\"LADY"s	-	This cocktail made with gin, grenadine & egg whites is shaken & strained before serving	a pink lady	1995-07-06	-
1	500	no	\"LADY"s	-	The title character of this 1964 Jan & Dean hit was "the terror of Colorado Boulevard\"	the Little Old Lady from Pasadena	1995-07-06	-
2	200	no	WORLD HISTORY	-	Paul von Hindenburg was elected president of this country twice, in 1925 & 1932	Germany	1995-07-06	-
2	400	no	WORLD HISTORY	-	Before battle on Oct. 21, 1805, he signaled, "England expects that every man will do his duty\"	Nelson	1995-07-06	-
2	600	no	WORLD HISTORY	-	In 1734 this city near Mount Vesuvius became the capital of the Kingdom of the Two Sicilies	Naples	1995-07-06	-
2	800	no	WORLD HISTORY	-	In 1943 this Chinese leader met with FDR & Winston Churchill at the Cairo conference	Chiang Kai-shek	1995-07-06	-
2	2900	yes	WORLD HISTORY	-	At the Congress of Vienna, William I of the Netherlands traded Nassau for this Duchy	Luxembourg	1995-07-06	-
2	200	no	ENGINEERING	-	The gravity type of this structure, like the Grand Coulee, uses its own weight to withstand the water pressure	a dam	1995-07-06	-
2	400	no	ENGINEERING	-	This military corps' projects have included the St. Lawrence Seaway & the Manhattan Project	the Army Corps of Engineers	1995-07-06	-
2	600	no	ENGINEERING	-	Built in 1865, America's first successful oil pipeline was 2" wide & traveled 5 miles in this state	Pennsylvania	1995-07-06	-
2	800	no	ENGINEERING	-	Waterway originally dug in the 4th century B.C.; Kublai Khan had it rerouted in the 13th	the Grand Canal	1995-07-06	-
2	1000	no	ENGINEERING	-	On May 10, 1869 telegraphs around the U.S. flashed the news that it was "done\"	the Transcontinental Railroad	1995-07-06	-
2	200	no	ART CLASS	-	c. 1490 he found that the span of a man's arms equals his height & drew a picture showing it	Leonardo da Vinci	1995-07-06	-
2	400	no	ART CLASS	-	Term for the decoration of Medieval manuscripts with fancy initials, patterns & borders	illumination	1995-07-06	-
2	600	no	ART CLASS	-	There are 2 major techniques of this type of painting: transparent & gouache, which is opaque	watercolor	1995-07-06	-
2	800	no	ART CLASS	-	It's believed that Vermeer used this image-making device to help transfer images to canvas	a camera obscura	1995-07-06	-
2	1000	no	ART CLASS	-	In the rules of perspective, this is the place at which parallel lines converge on the horizon	the vanishing point	1995-07-06	-
2	200	no	TRAVEL & TOURISM	-	Cape May, at the end of the Garden State Parkway in this state, is the USA's oldest seashore resort	New Jersey	1995-07-06	-
2	400	no	TRAVEL & TOURISM	-	The northwest corner of Death Valley National Park lies in this state	Nevada	1995-07-06	-
2	600	no	TRAVEL & TOURISM	-	When traveling through this Kansas city, be sure to stop at Dwight Eisenhower's boyhood home	Abilene	1995-07-06	-
2	800	no	TRAVEL & TOURISM	-	This Alabama city has a collection of spacecraft at the U.S. Space & Rocket Center	Huntsville	1995-07-06	-
2	1000	no	TRAVEL & TOURISM	-	You can whale-watch at Grand Manan, Deer & Campobello Islands in this Canadian bay	the Bay of Fundy	1995-07-06	-
2	200	no	PEOPLE	-	Notified of this rival's death in March 1993, Dr. Jonas Salk called it "a great loss\"	Sabin	1995-07-06	-
2	400	no	PEOPLE	-	This British expert on black holes has been called "the greatest theoretical physicist since Einstein\"	Stephen Hawking	1995-07-06	-
2	600	no	PEOPLE	-	This Soviet-born dancer was director of the Paris Opera Ballet from 1983 to 1989	Nureyev	1995-07-06	-
2	800	no	PEOPLE	-	In 1989 his wife Sarah was named chairperson of Handgun Control Inc.	(James) Brady	1995-07-06	-
2	2000	yes	PEOPLE	-	In August 1994 he was sworn in as the 108th justice of the U.S. Supreme Court	Stephen Breyer	1995-07-06	-
2	200	no	BOOKS & AUTHORS	-	Sheila Burnford wrote about 2 dogs & one of these animals on an "Incredible Journey\"	a cat	1995-07-06	-
2	400	no	BOOKS & AUTHORS	-	In this Nathaniel Hawthorne tale, Colonel Pyncheon is cursed by convicted wizard Matthew Maule	The House of the Seven Gables (The House of Seven Gables accepted)	1995-07-06	-
2	600	no	BOOKS & AUTHORS	-	This author of "2010: Odyssey Two" sold his first science fiction stories while in the RAF during WWII	Arthur C. Clarke	1995-07-06	-
2	800	no	BOOKS & AUTHORS	-	Among his novels featuring spy George Smiley are "Tinker, Tailor, Soldier, Spy" & "Smiley's People\"	John le Carré	1995-07-06	-
2	1000	no	BOOKS & AUTHORS	-	His story "The Outcasts of Poker Flat" appeared in 1869 in the Overland Monthly, which he edited	Bret Harte	1995-07-06	-
3	0	no	FAMOUS PLAYS	-	Play that includes, "I was so mean as to kill this bird today... soon I shall kill myself in the same way\"	The Seagull	1995-07-06	-
1	100	no	AMERICANA	-	On December 19 the people of this U.S. state celebrate Princess Bernice Pauahi Bishop's birthday	Hawaii	1995-07-07	-
1	200	no	AMERICANA	-	In 1986 this New York capital celebrated the 300th anniversary of its charter as a city	Albany	1995-07-07	-
1	300	no	AMERICANA	-	This U.S. first lady once taught dance in Grand Rapids	Betty Ford	1995-07-07	-
1	400	no	AMERICANA	-	Lancaster, which has the largest stockyards east of Chicago, was this state's capital from 1799 to 1812	Pennsylvania	1995-07-07	-
1	500	no	AMERICANA	-	This Connecticut city famous for its university is nicknamed "Elm City" because it once had many elm-lined streets	New Haven	1995-07-07	-
1	100	no	SPORTS	-	In 1967 this New York Jets quarterback became the first pro to pass for more than 4,000 yards in a season	Joe Namath	1995-07-07	-
1	200	no	SPORTS	-	Founded in 1897, it's the world's oldest annual marathon	the Boston Marathon	1995-07-07	-
1	300	no	SPORTS	-	In 1991, after 12 seasons at the Salt Palace, this NBA team moved its home games to the Delta Center	the Utah Jazz	1995-07-07	-
1	400	no	SPORTS	-	In 1992 Viktor Petrenko won the world championship in this sport	ice skating (men's figure skating)	1995-07-07	-
1	500	no	SPORTS	-	During his 1955-1966 career, this Dodger pitcher averaged 9.28 strikeouts per 9 innings	(Sandy) Koufax	1995-07-07	-
1	100	no	GRAINS & STAPLES	-	The name of this food, not a true grain, comes from the Dutch meaning "beech wheat\"	buckwheat	1995-07-07	-
1	200	no	GRAINS & STAPLES	-	The rolled form of this grain cooks in about 5 minutes; the steel-cut takes much longer	oats	1995-07-07	-
1	300	no	GRAINS & STAPLES	-	Basmati, an aromatic type of this grain, is grown in India	rice	1995-07-07	-
1	400	no	GRAINS & STAPLES	-	Millet seed, an important food for North Africans, is most often fed to these pets in the U.S.	birds	1995-07-07	-
1	500	no	GRAINS & STAPLES	-	The pot type of this grain retains more of the bran than the pearl type	barley	1995-07-07	-
1	100	no	HISTORIC WOMEN	-	On April 5, 1614, in Jamestown, she married John Rolfe	Pocahontas	1995-07-07	-
1	200	no	HISTORIC WOMEN	-	Anna Ivanovna, empress of Russia from 1730 to 1740, was the niece of this great ruler	Peter the Great	1995-07-07	-
1	300	no	HISTORIC WOMEN	-	After 5 years in office, she resigned as Israeli prime minister in 1974	Golda Meir	1995-07-07	-
1	400	no	HISTORIC WOMEN	-	The proceeds from some of her souvenir hatchets helped fund a home for wives of alcoholics	Carrie Nation	1995-07-07	-
1	500	no	HISTORIC WOMEN	-	In 1813 this mistress of the late Lord Nelson was imprisoned for debt	Lady Hamilton	1995-07-07	-
1	100	no	ORGANIZATIONS	-	Since 1908 this group has distributed over 26 million Bibles to hotels & other institutions	Gideon	1995-07-07	-
1	200	no	ORGANIZATIONS	-	It's what the R stands for in AARP	retired	1995-07-07	-
1	300	no	ORGANIZATIONS	-	Not surprisingly, this organization, founded in 1884, maintains one of the world's finest reference libraries on dogs	the American Kennel Club	1995-07-07	-
1	400	no	ORGANIZATIONS	-	Members of this volunteer crime-fighting organization are famous for wearing red berets	the Guardian Angels	1995-07-07	-
1	1000	yes	ORGANIZATIONS	-	During Egypt's suspension from this group, 1979-1989, its headquarters was located in Tunisia	the Arab League	1995-07-07	-
1	100	no	PROVERBS	-	It's the 4-letter word that "makes the world go round\"	love	1995-07-07	-
1	200	no	PROVERBS	-	There's "no time like" this	the present	1995-07-07	-
1	300	no	PROVERBS	-	It's the type of pot that "never boils\"	a watched pot	1995-07-07	-
1	400	no	PROVERBS	-	It "comes not alone" & "makes waste\"	haste	1995-07-07	-
1	500	no	PROVERBS	-	\"Every" one of these "fits not every foot\"	a shoe	1995-07-07	-
2	200	no	GEOGRAPHY	-	A smaller canal connecting to this river brings fresh water to the Suez Canal	the Nile	1995-07-07	-
2	400	no	GEOGRAPHY	-	Many things in Hong Kong are named for this queen, including the mountain peak on Hong Kong island	Victoria	1995-07-07	-
2	600	no	GEOGRAPHY	-	Lake Avernus in Campania in this country was believed by the ancients to be the entrance to Hades	Italy	1995-07-07	-
2	800	no	GEOGRAPHY	-	The western portion of the Baltic island of Usedom belongs to Germany; the eastern, to this country	Poland	1995-07-07	-
2	1000	no	GEOGRAPHY	-	Boothia Peninsula in this country is the former location of the north magnetic pole	Canada	1995-07-07	-
2	600	no	20th CENTURY DESIGN	-	The U.S. pavilion at Montreal's Expo 67 was covered by one of these	a geodesic dome	1995-07-07	-
2	800	no	20th CENTURY DESIGN	-	Lighter than steel, this metal is also associated with the Modernist style of the '20s & '30s	aluminum	1995-07-07	-
2	1000	no	20th CENTURY DESIGN	-	The firm of Piano & Rogers is famous for this high-tech Paris landmark built 1971-77	the Pompidou Centre	1995-07-07	-
2	200	no	AUTHORS	-	This author of "The Time Machine" coined the phrase "the war that will end war\"	H.G. Wells	1995-07-07	-
2	400	no	AUTHORS	-	This author gave us the line "I'll make him an offer he can't refuse\"	(Mario) Puzo	1995-07-07	-
2	600	no	AUTHORS	-	This "Return of the Native" author's first novel, "Desperate Remedies", was published in 1871	Thomas Hardy	1995-07-07	-
2	800	no	AUTHORS	-	This Dr. Dolittle creator studied civil engineering at M.I.T.	Hugh Lofting	1995-07-07	-
2	3000	yes	AUTHORS	-	1 of only 3 authors to win 2 Pulitzer Prizes for Fiction	(1 of) Faulkner, Tarkington & John Updike	1995-07-07	-
2	200	no	1938	-	On December 10 he announced he'd leave his Hyde Park estate & its papers & books to the U.S. government	FDR	1995-07-07	-
2	400	no	1938	-	By accepting his membership dues, the League of Nations recognized him as emperor of Ethiopia	Haile Selassie	1995-07-07	-
2	600	no	1938	-	17 acres surrounding her cottage were transferred to the Shakespeare Birthplace Trust	Anne Hathaway	1995-07-07	-
2	800	no	1938	-	Returning from Ireland to NYC in August, this aviator was given a parade down…er, up Broadway	\"Wrong Way" Corrigan	1995-07-07	-
2	1000	no	1938	-	On April 27, 1938 Countess Geraldine Apponyi of Hungary married King Zog of this country	Albania	1995-07-07	-
2	200	no	MUSICAL THEATRE	-	Barbra Streisand introduced the song "People" in this musical	Funny Girl	1995-07-07	-
2	400	no	MUSICAL THEATRE	-	In 1994 Brooke Shields made her Broadway debut as Betty Rizzo in this musical	Grease	1995-07-07	-
